Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00437491,"IDEMIA IDENTITY & SECURITY USA, LLC POLITICAL ACTION COMMITTEE",C,,Security,https://www.idemia.com/usa,"IDEMIA IDENTITY & SECURITY USA, LLC",
C00437525,TEXAS SPINE AND JOINT LTD PAC,W,,Health Care,https://www.linkedin.com/company/texas-spine-&-joint-hospital,,
C00437533,SCHNITZER INVESTMENT CORP PAC,C,Rentals,Real Estate,https://www.schnitzerwest.com/our-focus,,
C00437566,ELBIT SYSTEMS OF AMERICA LLC POLITICAL ACTION COMMITTEE,C,,Defense,https://elbitsystems.com/about-us-introduction/,ELBIT SYSTEMS OF AMERICA LLC,Israel
C00438051,DISCOVER FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,C,Credit,Wall Street,https://finance.yahoo.com/quote/DFS/profile?p=DFS,DISCOVER FINANCIAL SERVICES,
C00438754,ENERGY TRANSFER EMPLOYEE MANAGEMENT COMPANY PAC (ENERGY TRANSFER PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/ET/profile?p=ET,ENERGY TRANSFER EMPLOYEE MANAGEMENT COMPANY,
C00440453,HMS HOLDINGS CORP. POLITICAL ACTION COMMITTEE (HMS PAC),C,,Health Care,https://www.hms.com/our-solutions/,HMS HOLDINGS CORP.,
C00440651,DENBURY INC POLITICAL COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/DEN/profile?p=DEN,DENBURY INC.,
C00441733,TAKEDA PHARMACEUTICALS AMERICA INC. POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.takeda.com/what-we-do/our-products/,,
C00441980,"GLOBAL PAYMENTS, INC. PAC (GLOBAL PAYMENTS PAC)",C,Credit,Wall Street,https://finance.yahoo.com/quote/GPN/profile?p=GPN,"GLOBAL PAYMENTS, INC.",
C00442046,BUTTERBALL POLITICAL ACTION COMMITTEE INC,C,,Big Ag,https://finance.yahoo.com/quote/SEB/profile?p=SEB,SEABOARD CORPORATION POLITICAL ACTION COMMITTEE,
C00442434,"QURATE RETAIL, INC. PAC",C,,Broadcasting,https://finance.yahoo.com/quote/QRTEA/profile?p=QRTEA,,
C00443168,INTERCONTINENTAL EXCHANGE INC PAC,C,,Wall Street,https://finance.yahoo.com/quote/ICE/profile?p=ICE,NYSE EURONEXT POLITICAL ACTION COMMITTEE (NYSE PAC),
C00443671,"MICRON TECHNOLOGY, INC. PAC",C,,Big Tech,https://finance.yahoo.com/quote/MU/profile?p=MU,"MICRON TECHNOLOGY, INC.",
C00443739,XPERI CORPORATION POLITICAL ACTION COMMITTEE,C,,Big Tech,https://finance.yahoo.com/quote/XPER/profile?p=XPER,,
C00443895,WESTERN IOWA ENERGY LLC PAC,W,Ethonol,Big Ag,https://www.westerniowaenergy.com/template.php?file=About%20Us,WESTERN IOWA ENERGY,
C00444885,ASTELLAS US LLC PAC (ASTELLAS PAC),C,Pharmaceutical,Health Care,https://www.astellas.com/us/about/product,ASTELLAS US LLC,
C00448324,SMITHS GROUP SERVICES CORPORATION POLITICAL ACTION COMMITTEE,C,,Machinery,https://www.smiths.com/what-we-do/our-markets,SMITHS GROUP SERVICES CORP,UK
C00448852,BARCLAYS GROUP US INC. POLITICAL ACTION COMMITTEE,C,,Wall Street,,BARCLAYS GROUP US INC.,
C00448993,"HILL-ROM HOLDINGS, INC. POLITICAL ACTION COMMITTEE (HRPAC)",C,,Health Care,https://ir.hill-rom.com/ir-home/,"HILL-ROM HOLDINGS, INC.",
C00449546,BROOKSHIRE GROCERY COMPANY PAC,C,,Food & Beverage,https://www.brookshires.com/,,
C00450056,INDEPENDENCE BLUE CROSS PAC (IBC PAC),W,Health Insurance,Health Care,,INDEPENDENCE BLUE CROSS,
C00450189,PLS FINANCIAL SVCS INC GOOD NEIGHBOR  POLITICAL ACTION COMMITTE (PLS GOOD NEIGHBOR PAC),C,,Banking,https://pls247.com/il/about-us.html,"PLS FINANCIAL SERVICES, INC.",
C00450734,TIDEWATER HOLDINGS INC PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/TDW/profile?p=TDW,"TIDEWATER HOLDINGS, INC.",
C00450965,"VARIAN MEDICAL SYSTEMS, INC. PAC ('VARIAN PAC')",C,,Health Care,https://www.linkedin.com/company/varian-medical-systems,"VARIAN MEDICAL SYSTEMS, INC.",
C00451575,SUNPOWER CORPORATION POLITICAL ACTION COMMITTEE,C,Solar,Energy,https://finance.yahoo.com/quote/SPWR/profile?p=SPWR,SUNPOWER CORPORATION,
C00451757,"RAYONIER, INC. GOOD GOVERNMENT COMMITTEE",C,Timber,Mining ,https://www.rayonier.com/about-us/company-snapshot/,"RAYONIER, INC.",
C00451781,FIRST HAWAIIAN BANK CITIZENSHIP COMMITTEE,C,,Banking ,,FIRST HAWAIIAN BANK CITIZENSHIP COMMITTEE,
C00452037,GUARANTY BANK & TRUST  POLITICAL ACTION COMMITTEE,C,,Banking ,,GUARANTY BANK & TRUST  POLITICAL ACTION COMMITTEE,
C00452052,ENDO PHARMACEUTICALS INC POLITICAL ACTION COMMITTEE (ENDO PAC),C,Pharmaceutical,Health Care,https://www.endo.com/endopharma/our-products,ENDO PHARMACEUTICALS INC.,
C00452581,COPART INC POLITICAL ACTION COMMITTEE (COPART PAC),C,,Auto,https://www.copart.com/,COPART INC POLITICAL ACTION COMMITTEE (COPART PAC),
C00452755,EDP RENEWABLES NORTH AMERICA LLC PAC (AKA EDPR NA PAC),W,"Wind, Solar",Energy,https://www.edpr.com/en/edpr/our-business/what-we-do,,Spain
C00453290,CONNECTICUT ASSOCIATION OF OPTOMETRISTS INC PAC; THE,W,,Health Care,,NONE,
C00453357,HOLSTON MEDICAL GROUP P C PAC HMGPAC,C,,Health Care,https://www.linkedin.com/company/holston-medical-group,HOLSTON MEDICAL GROUP P C,
C00453688,JE DUNN CONSTRUCTION GROUP INC PAC,C,,Construction,https://www.jedunn.com/,JE DUNN CONSTRUCTION GROUP INC.,
C00454314,CNL FINANCIAL GROUP INC POLITICIAL ACTION COMMITTEE,C,,Wall Street,https://www.cnl.com/,CNL FINANCIAL GROUP INC POLITICIAL ACTION COMMITTEE,
C00454801,NEW SOUTH BANCSHARES INC PAC,C,,Banking,https://www.bloomberg.com/profile/company/0857089D:US,NEW SOUTH BANCSHARES INC/COMMITTEE FOR FAIRNESS IN GOVERNMENT,
C00454850,"LITTLE SIOUX CORN PROCESSORS PAC, LSCP LLC PAC",C,,Big Ag,https://www.littlesiouxcornprocessors.com/,LSCP LLC,
C00455733,FLAGSTAR BANK FEDERAL PAC FEC ID#C00455733,C,,Banking ,,,
C00455766,THE MOSAIC COMPANY POLITICAL ACTION COMMITTEE (MOSAICPAC),C,,Big Ag,https://www.mosaicco.com/North-America-Business,THE MOSAIC COMPANY,
C00456277,WESTERN DUBUQUE BIODIESEL LLC PAC,C,Ethonol,Big Ag,https://www.wdbiodiesel.net/,,
C00456335,PHYSICIANS MUTUAL INSURANCE COMPANY PAC,W,Insurance,Wall Street,,,
C00456939,HAWAIIAN AIRLINES INC POLITICAL ACTION COMMITTEE,C,Airline,Travel & Leisure,,"HAWAIIAN AIRLINES, INC.",
C00457234,"MARSH & MCLENNAN COMPANIES, INC. PAC (MMCPAC)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/MMC/profile?p=MMC,"MARSH & MCLENNAN COMPANIES, INC.",
C00457242,BLUE CROSS BLUE SHIELD OF ALABAMA PAC,C,Health Insurance,Health Care,,,
C00457697,MOLSON COORS BEVERAGE COMPANY USA LLC PAC,C,Alcohol,Food & Beverage,https://finance.yahoo.com/quote/TAP/profile?p=TAP,MOLSON COORS BEVERAGE COMPANY USA LLC,
C00458018,"STERICYCLE, INC. POLITICAL ACTION COMMITTEE",C,,Waste Management,https://www.stericycle.com/en-us/about-us/company-overview/who-we-are,"STERICYCLE, INC.",
C00458158,LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND,C,,Auto,https://finance.yahoo.com/quote/LKQ/profile?p=LKQ,LKQ CORPORATION,
C00459008,BROOKDALE SENIOR LIVING PAC,C,,Health Care,https://finance.yahoo.com/quote/BKD/profile?p=BKD,BROOKDALE SENIOR LIVING INC.,
C00459289,EHEALTH INC. POLITICAL ACTION COMMITTEE (EHEALTH PAC),C,Health Insurance,Health Care,https://www.ehealthinsurance.com/about-ehealth-index/,EHEALTH INC.,
C00459743,TRIWEST HEALTHCARE ALLIANCE CORP. PAC (TRIWEST ALLIANCE PAC),C,,Health Care,https://www.justice.gov/opa/pr/triwest-healthcare-alliance-corp-agrees-pay-1797-million-resolve-overpayments-department,TRIWEST HEALTHCARE ALLIANCE,
C00459933,"AARON'S, INC. POLITICAL ACTION COMMITTEE",C,,Manufacturing,https://finance.yahoo.com/quote/AAN/profile?p=AAN,"AARON'S, INC.",
C00461129,RGA REINSURANCE COMPANY FEDERAL PAC,C,Insurance,Wall Street,https://finance.yahoo.com/quote/RGA/profile?p=RGA,,
C00462564,SWISS RE AMERICA HOLDING CORPORATION POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/SSREY/profile?p=SSREY,SWISS RE AMERICA HOLDING CORPORATION,Swiss
C00462622,INTUITIVE SURGICAL INC PAC,C,,Health Care,https://isrg.intuitive.com/,"INTUITIVE SURGICAL, INC.",
C00462879,EXPEDIA INC POLITICAL ACTION COMMITEE,C,,Big Tech,https://finance.yahoo.com/quote/EXPE/profile?p=EXPE,"EXPEDIA, INC.",
C00467381,LENDINGTREE LLC POLITICAL ACTION COMMITTEE,C,,Banking,https://www.lendingtree.com/,,
C00468660,VERTEX PHARMACEUTICALS INCORPORATED POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.vrtx.com/research-development/pipeline/,VERTEX PHARMACEUTICALS INCORPORATED,
C00469205,"MEDNAX, INC. FEDERAL POLITICAL ACTION COMMITTEE",C,,Health Care,https://www.linkedin.com/company/mednax,"MEDNAX, INC.",
C00469502,MAGNA US HOLDING INCORPORATED POLITICAL ACTION COMMITTEE (MAGNA PAC),C,,Auto,https://finance.yahoo.com/quote/MGA/profile?p=MGA,MAGNA US HOLDING INCORPORATED,Canada
C00469825,"JELD-WEN, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",C,,Construction,https://finance.yahoo.com/quote/JELD/profile?p=JELD,"JELD-WEN, INC.",
C00471169,ALEXION PHARMACEUTICALS INC. PAC,C,Pharmaceutical,Health Care,https://alexion.com/our-research/pipeline,"ALEXION PHARMACEUTICALS, INC.",
C00471508,ORTHOCAROLINA PA FEDERAL PAC,C,,Health Care,https://www.orthocarolina.com/,"ORTHOCAROLINA, PA",
C00473025,IGT GLOBAL SOLUTIONS CORPORATION (IGT) PAC,C,,Casinos,https://finance.yahoo.com/quote/IGT/profile?p=IGT,IGT GLOBAL SOLUTIONS CORPORATION,UK
C00473082,"BOARDWALK GP, LLC PUBLIC AFFAIRS COMMITTEE (BOARDWALK PUBLIC AFFAIRS COMMITTEE)",C,,Fossil Fuels,https://www.bwpipelines.com/about-us/default.aspx,,Canada
C00475343,MERIT MEDICAL SYSTEMS INC EMPLOYEE GOOD GOVERNANCE PAC,C,,Health Care,https://www.merit.com/about/,MERIT MEDICAL SYSTEMS INC,
C00475475,WYNN RESORTS LIMITED INITIATIVE FOR PUBLIC POLICY,C,,Casinos,https://finance.yahoo.com/quote/WYNN/profile?p=WYNN,"WYNN RESORTS, LIMITED",
C00477299,"VMWARE, INC. POLITICAL ACTION COMMITTEE (VMWARE PAC)",C,,Big Tech,https://finance.yahoo.com/quote/VMW/profile?p=VMW,,
C00477737,MEDIACOM COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE,C,,Broadcasting,,,
C00478099,"ATLAS AIR WORLDWIDE HOLDINGS, INC. POLITICAL ACTION COMMITTEE",C,,Shipping ,https://www.atlasair.com/,"ATLAS AIR WORLDWIDE HOLDINGS, INC.",UK
C00478107,BROADRIDGE FINANCIAL SOLUTIONS PAC,C,,Wall Street,https://www.broadridge.com/,BROADRIDGE FINANCIAL SOLUTIONS,
C00478149,"BLACK KNIGHT LENDING SOLUTIONS, INC. POLITICAL ACTION COMMITTEE ('BLACK KNIGHT POLITICAL ACTION COMMITTEE')",C,,Banking,https://finance.yahoo.com/quote/BKI/profile?p=BKI,"BLACK KNIGHT LENDING SOLUTIONS, INC.",
C00478404,ZOVIO INC PAC,C,,Big Tech,https://finance.yahoo.com/quote/ZVO/profile?p=ZVO,,
C00478800,COMTECH TELECOMMUNICATIONS CORP. POLITICAL ACTION COMMITTEE,C,Telecom,Big Tech,https://finance.yahoo.com/quote/CMTL/profile?p=CMTL,,
C00479246,BLACKROCK FUNDS SERVICES GROUP LLC POLITICAL ACTION COMMITTEE,C,,Wall Street,https://finance.yahoo.com/quote/BLK/profile?p=BLK,,
C00479873,NOBLE ENERGY INC. POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,,"NOBLE ENERGY, INC.",
C00481986,NORTH DAKOTA FARM BUREAU POLITICAL ACTION COMMITTEE,C,,Big Ag,https://www.ndfb.org/,,
C00482125,HILLTOP HOLDINGS INC PAC,C,,Banking,https://hilltop-holdings.com/our-companies/,,
C00483974,PLYMOUTH ENERGY LLC PAC,C,Ethonol,Big Ag,http://www.plymouth-energy.com/index.cfm?show=10&mid=12,PLYMOUTH ENERGY LLC PAC,
C00484246,HEALTH PARTNERS PLANS POLITICAL ACTION COMMITTEE,C,Health Insurance,Health Care,https://www.startribune.com/healthpartners-saw-income-grow-amid-covid-19-in-2020/600054278/,,
C00484451,KEURIG DR PEPPER INC. PAC,C,,Food & Beverage,https://finance.yahoo.com/quote/KDP/profile?p=KDP,KEURIG DR PEPPER INC.,
C00484584,JETBLUE AIRWAYS CORPORATION CREWMEMBER GOOD GOVERNMENT FUND,C,Airline,Travel & Leisure,https://finance.yahoo.com/quote/JBLU/profile?p=JBLU,JETBLUE AIRWAYS CORP.,
C00485896,"CHS/COMMUNITY HEALTH SYSTEMS, INC. POLITICAL ACTION CMTE (CHS PAC)",C,,Health Care,https://www.chs.net/investor-relations/,"CHS/COMMUNITY HEALTH SYSTEMS, INC.",
C00485953,"VITAMIN SHOPPE, INC. PAC",C,,Food & Beverage,,,
C00485979,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION POLITICAL ACTION COMMITTEE (COGNIZANT PAC),C,,Big Tech,https://finance.yahoo.com/quote/CTSH/profile?p=CTSH,,
C00486050,CABOT OIL & GAS CORPORATION POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,,,
C00486217,LPL FINANCIAL LLC POLITICAL ACTION COMMITTEE (LPL PAC),C,,Wall Street,https://www.lpl.com/about-Us.html,LPL FINANCIAL LLC,
C00486431,AMERICAN APPAREL INC DEFENSE READINESS PAC,C,,Manufacturing,,"AMERICAN APPAREL, INC.",
C00487769,SOUTHWEST IOWA RENEWABLE ENERGY LLC PAC - SIRE PAC,C,Ethonol,Big Ag,https://finance.yahoo.com/quote/SWIOU/profile?p=SWIOU,,
C00488882,U.S. BANCORP FEDERAL POLITICAL ACTION COMMITTEE,C,,Banking ,,U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,
C00489302,SUNRUN INC POLITICAL ACTION COMMITTEE (SUNRUN PAC),C,Solar,Energy,https://finance.yahoo.com/quote/RUN/profile?p=RUN,,
C00489534,FIRST SOLAR INC. POLITICAL ACTION COMMITTEE,C,Solar,Energy,https://finance.yahoo.com/quote/FSLR/profile?p=FSLR,FIRST SOLAR INC.,
C00491118,LUNDBECK LLC EMPLOYEE POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.lundbeck.com/us/our-science/products,LUNDBECK LLC,
C00491175,VIRGINIA FARM BUREAU FEDERATION AGPAC,C,,Big Ag,https://www.vafb.com/membership-at-work/farmers-in-action/vfbf-agpac,VIRGINIA FARM BUREAU FEDERATION,
C00491704,OHIO RURAL WATER ASSOCIATION PAC,W,,Water Utility,https://www.ohioruralwater.org/,,
C00491951,NOMURA HOLDING AMERICA INC. POLITICAL ACTION COMMITTEE (NOMURAPAC),C,,Wall Street,https://finance.yahoo.com/quote/NMR/profile?p=NMR,NOMURA HOLDING AMERICA INC.,Japan
C00492314,TRANE TECHNOLOGIES COMPANY LLC POLITICAL ACTION COMMITTEE,C,,Machinery,https://finance.yahoo.com/quote/TT/profile?p=TT,TRANE TECHNOLOGIES COMPANY LLC,Ireland
C00493304,"PRUDENTIAL FINANCIAL, INC. STATE & FEDERAL POLITICAL ACTION COMMITTEE (AKA PRUDENTIAL STATE & FEDERAL PAC)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/PRU/profile?p=PRU,"PRUDENTIAL FINANCIAL, INC.",
C00493551,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A - FEDERAL ONLY,C,Insurance,Wall Street,https://finance.yahoo.com/quote/MET/profile?p=MET,METLIFE INC.,
C00493940,MASIMO CORPORATION POLITICAL ACTION COMMITTEE,C,,Health Care,https://www.masimo.com/company/masimo/about/,MASIMO CORPORATION,
C00494211,MERITAGE HOMES CORPORATION PAC,C,,Construction,https://finance.yahoo.com/quote/MTH/profile?p=MTH,MERITAGE HOMES CORPORATION,
C00494526,"ATN INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE (ATN PAC)",C,Telecom,Big Tech,https://finance.yahoo.com/quote/ATNI/profile?p=ATNI,,
C00494534,POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION-FEDERAL(BNY MELLON-FED),C,,Banking,,THE BANK OF THE NEW YORK MELLON CORPORATION,
C00494682,S&P GLOBAL INC. POLITICAL ACTION COMMITTEE,C,,Wall Street,https://finance.yahoo.com/quote/SPGI/profile?p=SPGI,S&P GLOBAL INC.,
C00496307,MARATHON PETROLEUM CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE (MPAC),C,Oil/Gas,Fossil Fuels,,MARATHON PETROLEUM CORPORATION,
C00496588,GULF COAST BANK & TRUST WAVE PAC,C,,Banking ,,,
C00496745,"TEXAS CAPITAL BANK, NA POLITICAL ACTION COMMITTEE",C,,Banking ,,TEXAS CAPITAL BANK,
C00496836,OLD DOMINION FREIGHT LINE INC. POLITICAL ACTION COMMITTEE (OLD DOMINION PAC),C,,Shipping ,https://finance.yahoo.com/quote/ODFL/profile?p=ODFL,"OLD DOMINION FREIGHT LINE, INC.",
C00496919,ACADIA HEALTHCARE COMPANY INC. FEDPAC,C,,Health Care,https://www.acadiahealthcare.com/investors/,,
C00497545,UNIVERSAL TECHNICAL INSTITUTE INC. PAC (UTIPAC),C,,For-Profit Eduation,https://finance.yahoo.com/quote/UTI/profile?p=UTI,UNIVERSAL TECHNICAL INSTITUTE INC. PAC (UTIPAC),
C00498105,PRIME THERAPEUTICS LLC EMPLOYEE PAC (PRIMEPAC),C,Pharmaceutical,Health Care,https://www.primetherapeutics.com/en/about/company.html,NONE,
C00499665,CREE INC PAC (CREE PAC),C,,Big Tech,https://finance.yahoo.com/quote/CREE/profile?p=CREE,,
C00501106,ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,C,,Mining ,https://www.alcoa.com/global/en/what-we-do/bauxite,ALCOA CORPORATION,
C00501163,SEAWORLD PARKS & ENTERTAINMENT INC. PAC,C,,Travel & Leisure,https://finance.yahoo.com/quote/SEAS/profile?p=SEAS,SEAWORLD PARKS & ENTERTAINMENT INC.,
C00501429,TD BANK N.A. POLITICAL ACTION COMMITTEE,C,,Banking ,,,
C00502351,"UNIFI, INC POLITICAL ACTION COMMITTEE",C,,Textile,https://unifi.com/,,
C00502518,"WPX ENERGY, INC. POLITICAL ACTION COMMITTEE",C,Oil/Gas,Fossil Fuels,https://www.bloomberg.com/profile/company/WPX:US,"WPX ENERGY, INC.",
C00502906,FACEBOOK INC. PAC,C,Internet,Big Tech,https://finance.yahoo.com/quote/FB/profile?p=FB,FACEBOOK INC.,
C00502914,DIRECT ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE (DEEPAC),C,Electric Utility,Fossil Fuels,https://www.directenergy.com/about,DIRECT ENERGY,
C00502955,"WOODWARD, INC. FOR EFFECTIVE GOVERNMENT",C,,Defense,https://finance.yahoo.com/quote/WWD/profile?p=WWD,,
C00503003,BLUECROSS BLUESHIELD OF TENNESSEE INC POLITICAL ACTION COMMITTEE (BCBSTN PAC),W,Health Insurance,Health Care,,BLUE CROSS BLUE SHIELD OF ALABAMA PAC,
C00503201,NORTH CAROLINA GASTROENTEROLOGY PAC OF DIGESTIVE HEALTH SPECIALISTS,C,,Health Care,https://digestivehealth.ws/,NONE,
C00505495,"HEALTHTEXAS MANAGEMENT COMPANY, LLC. FEDERAL PAC",C,,Health Care,https://healthtexas.org/#,,
C00506733,"CADENCE BANK, NA POLITICAL ACTION COMMITTEE",C,,Banking ,,"CADENCE BANK, N.A.",
C00507392,"ENCORE CAPITAL GROUP, INC. POLITICAL ACTION COMMITTEE",C,,Wall Street,https://finance.yahoo.com/quote/ECPG/profile?p=ECPG,,
C00507962,AES CORPORATION POLITICAL ACTION COMMITTEE; THE,C,,Fossil Fuels,https://finance.yahoo.com/quote/AES/profile?p=AES,THE AES CORPORATION,
C00508101,LIBERTY MEDIA CORPORATION PAC AKA LIBERTY MEDIA PAC,C,,Broadcasting,https://finance.yahoo.com/quote/LSXM34.SA/profile?p=LSXM34.SA,,
C00509331,STARR INSURANCE HOLDINGS INC PAC,C,Insurance,Wall Street,,"STARR INSURANCE HOLDINGS, INC.",
C00509356,MMC CORP POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/MMC/profile?p=MMC,MMC CORP POLITICAL ACTION COMMITTEE,
C00510016,TARGA RESOURCES CORP. FEDERAL PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/TRGP/profile?p=TRGP,TARGA RESOURCES CORP.,
C00511444,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. FEDERAL PAC (AKA HARTFORD ADVOCATES FEDERAL FUND)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/HIG/profile?p=HIG,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)",
C00511600,SALESFORCE.COM INC POLITICAL ACTION COMMITTEE,C,,Big Tech,https://finance.yahoo.com/quote/CRM/profile?p=CRM,"SALESFORCE.COM, INC.",
C00512673,C.H. ROBINSON WORLDWIDE INC. PAC,C,,Shipping ,https://www.chrobinson.com/en-us/,C.H. ROBINSON WORLDWIDE INC.,
C00513549,PHILLIPS 66 PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/PSX/profile?p=PSX,PHILLIPS 66,
C00513606,ION MEDIA NETWORKS INC POLITICAL ACTION COMMITTEE,C,,Broadcasting,,,
C00513861,SSAB AMERICAS PAC SSAB ENTERPRISES LLC,C,,Steel,https://www.ssab.com/company/about-ssab/our-business/ssab-americas,,Sweden
C00514026,F.N.B. CORPORATION PAC,C,,Banking,https://finance.yahoo.com/quote/FNB/profile?p=FNB,F.N.B. CORPORATION,
C00514331,CELGENE CORPORATION POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.celgene.ca/en/product-information/,CELGENE CORPORATION,
C00515148,NORTHERN TRUST CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (NORTHERN TRUST FEDERAL PAC),C,,Wall Street,https://finance.yahoo.com/quote/NTRS/profile?p=NTRS,NORTHERN TRUST CORPORATION,
C00515742,KAWASAKI MOTORS MANUFACTURING CORP USA PAC,C,,Auto,https://finance.yahoo.com/quote/KWHIY/profile?p=KWHIY,,
C00516039,ALLEGIANT TRAVEL COMPANY POLITICAL ACTION COMMITTEE,C,Airline,Travel & Leisure,https://finance.yahoo.com/quote/ALGT/profile?p=ALGT,,
C00516518,PERMA-FIX ENVIRONMENTAL SERVICES INC POLITICAL ACTION COMMITTEE,C,,Waste Management,http://www.perma-fix.com/company.aspx,PERMA-FIX ENVIRONMENTAL SERVICES INC,
C00516864,"AUSTAL USA, LLC FEDERAL POLITICAL ACTION COMMITTEE",C,,Defense,https://www.austal.com/news/austal-usa-delivers-future-uss-savannah-lcs-28,"AUSTAL HOLDINGS, INC.",Australia
C00517052,RBC USA HOLDCO CORPORATION FEDERAL POLITICAL ACTION COMMITTEE,C,,Banking,https://finance.yahoo.com/quote/RY/profile?p=RY,,
C00518233,NETFLIX INC PAC (FLIXPAC),C,Internet,Big Tech,https://finance.yahoo.com/quote/NFLX/profile?p=NFLX,NETFLIX INC.,
C00520254,"SOLVAY AMERICA, INC. GOOD GOVERNMENT FUND",C,,Chemicals,https://finance.yahoo.com/quote/SOLVY/profile?p=SOLVY,"SOLVAY AMERICA, INC.",Belgium
C00520833,"SURGERY PARTNERS, INC. POLITICAL ACTION COMMITTEE",C,,Health Care,https://surgerypartners.com/about-us,"SURGERY PARTNERS, INC.",
C00521328,"THE NIELSEN COMPANY (US), LLC FEDERAL POLITICAL ACTION COMMITTEE (NIELSEN PAC)",C,,Broadcasting,https://finance.yahoo.com/quote/NLSN/profile?p=NLSN,"TNC (US) HOLDINGS, INC.",
C00521914,PRIMERICA INC POLITICAL ACTION COMMITTEE (PRIMERICA PAC),C,Insurance,Wall Street,https://finance.yahoo.com/quote/PRI/profile?p=PRI,,
C00523225,CUMBERLAND FARMS INC. POLITICAL ACTION COMMITTEE,C,,Food & Beverage,https://www.cumberlandfarms.com/food/our-brand,,
C00523233,"EDF RENEWABLES, INC. PAC",C,"Wind, Solar",Energy,https://www.edf-renouvelables.com/edf-renouvelables/leader-monde/,"EDF RENEWABLES, INC.",France
C00524769,UNS ENERGY CORPORATION PAC (UNS ENERGY PAC),C,Electric Utility,Fossil Fuels,https://www.uns.com/,UNS ENERGY CORPORATION,
C00525063,ALKERMES INC. POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.alkermes.com/medicines-and-focus/proprietary-us-medicines,ALKERMES INC.,
C00525071,COMMERCIAL METALS COMPANY PAC (CMC PAC),C,,Steel,https://finance.yahoo.com/quote/CMC/profile?p=CMC,COMMERCIAL METALS COMPANY,
C00526509,SAFELITE GROUP INC. PAC (AKA SAFELITE PAC),C,,Auto,https://finance.yahoo.com/quote/ALSN/profile?p=ALSN,,
C00528646,SALIENT FEDERAL SOLUTIONS INC PAC (SALIENT PAC),C,,Wall Street,https://finance.yahoo.com/quote/SMM/profile?p=SMM,,
C00529073,"MONDELEZ INTERNATIONAL, INC. PAC",C,,Food & Beverage,https://www.mondelezinternational.com/,,
C00529966,FLORIDA EAST COAST RAILWAY LLC PAC AKA FECR PAC,W,Railroads,Travel & Leisure,,,
C00536334,GCE POLITICAL ACTION COMMITTEE (GCE PAC),C,,For-Profit Eduation,https://finance.yahoo.com/quote/LOPE/profile?p=LOPE,"GRAND CANYON EDUCATION, INC",
C00536466,RENEWABLE ENERGY GROUP INC POLITICAL ACTION COMMITTEE (REG PAC),C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/REGI/profile?p=REGI,,
C00536573,ABBVIE POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.abbvie.com/our-science/products.html,ABBVIE,
C00540104,"COCA-COLA CONSOLIDATED, INC. POLITICAL ACTION COMMITTEE",C,,Food & Beverage,https://finance.yahoo.com/quote/KO/profile?p=KO,,
C00540112,PROLIANCE SURGEONS POLITICAL ACTION COMMITTE,C,,Health Care,https://www.linkedin.com/company/proliance-surgeons,,
C00540542,OLYMPIC STEEL INC POLITICAL ACTION COMMITTEE,C,,Steel,https://finance.yahoo.com/quote/ZEUS/profile?p=ZEUS,,
