Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00410654,PHARMAVITE LLC POLITICAL ACTION COMMITTEE (PHARMAVITE PAC),C,Pharmaceutical,Health Care,,,
C00410720,FEDERAL HOME LOAN BANK OF TOPEKA PAC,C,,Banking,,,
C00411116,SPACE EXPLORATION TECHNOLOGIES CORP. PAC,C,,Manufacturing,,,
C00411454,"FLIR SYSTEMS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (FLIRPAC)",C,,Defense ,,,
C00411637,THOMPSON & KNIGHT FEDERAL PAC,C,,Law Firms,,,
C00412445,WAYNE FARMS LLC POLITICAL ACTION COMMITTEE WAYNE FARMS PAC,C,,Big Ag,,,
C00412635,"GIBBONS P.C. PAC, INC.",C,,Law Firm,,,
C00413575,"MWW GROUP INC POLITICAL ACTION COMMITTEE, THE",C,Public Relations,Consulting,,,
C00413856,ASSOCIATIONS INC. PAC/ASSOCIA PAC,C,,Advertising ,,,
C00414185,EZCORP INC. POLITICAL ACTION COMMITTEE,C,,Goods & Service,,,
C00414425,IAP WORLDWIDE SERVICES INC. POLITICAL ACTION COMMITTEE,C,,Defense ,,,
C00414490,GOLDEN GRAIN ENERGY LLC POLITICAL ACTION COMMITTEE,C,,Manufacturing,,,
C00418269,AMERICAN COMMERCIAL BARGE LINE LLC PAC,C,Maritime ,Shipping ,,,
C00418731,WILLIS NORTH AMERICA INC POLITICAL ACTION COMMITTEE,C,Insurance ,Wall Street,,,
C00419556,"GERSON LEHRMAN GROUP INC. PAC, INC. (GERSON LEHRMAN GROUP PAC, INC.)",C,Finance ,Wall Street,,,
C00419572,"DEMOCRATIC SOCIALISTS OF AMERICA, INC. PAC",C,,Political Group,,,
C00421016,RUSSELL INVESTMENT GROUP FEDERAL POLITICAL ACTION COMMITTEE,C,Investments ,Firm,,,
C00421487,PRAGMATICS INCORPORATED POLITICAL ACTION COMMITTEE,C,IT Services and Solutions,Big Tech,,,
C00424010,ACME BRICK COMPANY GOOD GOVERNMENT FUND FOR FEDERAL ELECTIONS,C,,Manufacturing,,,
C00425603,TRAVELPORT INC. PAC,C,"Flights, Hotels ",Travel and Leisure ,,,
C00425975,"WINDSTREAM HOLDINGS II, LLC POLITICAL ACTION COMMITTEE",C,Telecommuncations ,Big Tech,,,
C00426072,"GIANT EAGLE, INC. PAC",C,,Food & Beverage,,,
C00427195,SOUTHWEST BUSINESS CORPORATION PAC (SWBCPAC),C,Finance,Wall Street,,,
C00428094,"ALLSTREAMPAC OF ALLSTREAM BUSINESS US, LLC",C,Telecommuncations ,Big Tech,,,
C00431072,BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ PC PAC,C,,Law Firms,,,
C00432856,AM GENERAL LLC POLITICAL ACTION COMMITTEE (AM GENERAL PAC),C,Vehicles,Defense ,,,
C00432963,"AMERICAN ROLL-ON ROLL-OFF CARRIER GROUP, INC. FREEDOM PAC / ARC FREEDOM PAC",C,Maritime,Transportation,,,
C00433805,CHECKSMART FINANCIAL LLC (CCFI LLC) POLITICAL ACTION COMMITTEE,C,Loans ,Wall Street,,,
C00437244,INVENERGY LLC PAC,C,Clean energy,Energy,,,
C00438358,AMSTED INDUSTRIES INCORPORATED PAC,C,,Manfacturing,,,
C00441311,"CNG HOLDINGS, INC. PAC",C,Loans ,Wall Street,,,
C00442905,GARNEY HOLDING CO. PAC,C,,Construction ,,,
C00442913,BURNS AND MCDONNELL INC. PAC,C,,Consulting ,,,
C00445981,POLSINELLI PAC,C,,Law Firms,,,
C00446948,ENGINEERING AND SOFTWARE SYSTEMS SOLUTIONS INC. PAC,C,Aerospace,Defense ,,,
C00449165,CINTAS CORPORATION PARTNERS PAC,C,,Goods & Service,,,
C00450916,ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC),C,,Big Tech,,,
C00457606,PREIT-RUBIN INC POLITICAL ACTION COMMITTEE,C,,Real Estate,,,
C00457853,"TSVC, INC. POLITICAL ACTION COMMITTEE (TERRACON PAC)",C,Venture Capital firm,Wall Street,,,
C00459453,MARINETTE MARINE CORPORATION PAC MMCPAC,C,Maritime,Construction ,,,
C00460618,SMALLBIZPROS INC-PADGETT BUSINESS SERVICES PAC (OR) SBP INC-PADGETT BUSINESS SERVICES PAC,C,,Goods & Service,,,
C00461574,CAREER EDUCATION CORPORATION PAC (CEC PAC),C,,For-Profit Education,,,
C00466094,FINSBURY GLOVER HERING CORPORATION PAC,C,Public Relations,Consulting,,,
C00470690,BLACKBOARD INC POLITICAL ACTION COMMITTEE,C,Education,Goods & Service,,,
C00471565,"THE CONTINUUM FUND, ZACHRY HOLDINGS, INC. POLITICAL ACTION COMMITTEE",C,Energy and manufacturing construction,Construction,,,
C00472225,EMBRAER AIRCRAFT HOLDING INC POLITICAL ACTION COMMITTEE (EMBRAER PAC),C,Brazilian aerospace company,Aerospace,,,
C00472506,GENERAL NUTRITION CENTERS INC POLITICAL ACTION COMMITTEE A/K/A GNC PAC,C,,Goods & Service,,,
C00475350,DULCICH INC DBA PACIFIC SEAFOOD GROUP EMPLOYEE PAC,C,,Food & Beverage,,,
C00477653,COX ENTERPRISES PAC (COXPAC) INC.,C,Entertainment,Goods & Service,,,
C00479899,"WOOLPERT, INC. PAC",C,"Architechural, Engineering",Firm,,,
C00479972,PICTSWEET COMPANY GOOD GOVERNMENT COMMITTEE; THE,C,,Food & Beverage,,,
C00479998,TENASKA INC EMPLOYEES POLITICAL ACTION COMMITTEE,C,Gas/Electric,Energy ,,,
C00481309,NETJETS INC. PAC,C,Private jets,Transportation,,,
C00482570,JACKSON LEWIS P.C. POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00486944,HEXION INC. POLITICAL ACTION COMMITTEE,C,,Chemicals,,,
C00487447,ONCOR POLITICAL ACTION COMMITTEE OF ONCOR ELECTRIC DELIVERY ADMINISTRATION CORP.,C,,Goods and Service,,,
C00489005,WAKEFERN FOOD CORP. POLITICAL ACTION COMMITTEE,C,,Food & Beverage ,,,
C00491506,WARD AND SMITH. P.A. POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00491555,"INTALERE, INC. POLITICAL ACTION COMMITTEE",C,,Health Care,,,
C00492157,INSPIRE BRANDS INC. POLITICAL ACTION COMMITTEE,C,Fast food,Food & Beverage,,,
C00493270,"LEHIGH HANSON, INC. POLITICAL ACTION COMMITTEE",C,,Materials,,,
C00493502,VSP HOLDING COMPANY INC POLITICAL ACTION COMMITTEE (VSP - PAC),C,Insurance ,Wall Street,,,
C00495556,TRINET GROUP INC POLITICAL ACTION COMMITTEE,C,,Big Tech,,,
C00496257,J. H. FLETCHER & CO. POLITICAL ACTION COMMITTEE,C,,Manufacturing,,,
C00497917,DEPOSITORY TRUST AND CLEARING CORPORATION PAC - DTCC PAC; THE,C,,Wall Street,,,
C00499038,ANIMAL PROTECTION VOTERS POLITICAL ACTION COMMITTEE,C,,Animal Rights,,,
C00508127,"NOVOLEX HOLDINGS, LLC RESPONSIBLE GOVERNMENT FUND",C,,Manufacturing,,,
C00512327,NANA REGIONAL CORPORATION PAC (NANAPAC),C,Construction,Regional Land of Alaska,,,
C00513671,EVOC REGULATORY SERVICES INC POLITICAL ACTION COMMITTEE,C,Gas/Oil,Fossil Fuels,,,
C00523613,DEXTER APACHE HOLDINGS INC PAC ('DEXTER APACHE PAC'),C,,Manufacturing,,,
C00523936,IRON MOUNTAIN INCORPORATED EMPLOYEES PAC,C,Information Management,Big Tech,,,
C00525055,"TRANSCANADA USA SERVICES, INC. PAC (TC PAC)",C,Gas/Oil,Fossil Fuels,,,
C00529909,AIR METHODS CORPORATION POLITICAL ACTION COMMITTEE (AMPAC),C,Air Ambulances ,Health Care,,,
C00532887,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,,
C00540518,THE CAPITAL GROUP COMPANIES INC POLITICAL ACTION COMMITTEE,C,Investment,Wall Street,,,
C00541110,CANAL BARGE COMPANY INC PAC (CANAL BARGE PAC),C,Maritime ,Transportation,,,
C00541177,ZOETIS INC. PAC AKA ZOETIS PAC,C,Animal Pharmaceuticals ,Health Care,,,
C00543710,HUITT-ZOLLARS INC FEDERAL PAC,C,,Engineering ,,,
C00543876,CALGON CARBON CORPORATION PAC INC DBA CCC PAC OR CALGON CARBON PAC,C,,Chemicals,,,
C00544908,"FLORIDA EAST COAST INDUSTRIES, LLC GOOD GOVERNMENT COMMITTEE",C,,Real Estate,,,
C00545194,SENTRY INSURANCE COMPANY FEDERAL POLITICAL ACTION COMMITTEE,C,Insurance ,Wall Street  ,,,
C00545202,THE CENTER FOR FREETHOUGHT EQUALITY PAC,C,Separation of Church & State advocacy,Religion,,,
C00545558,SUPERIOR AIR-GROUND AMBULANCE SERVICE INC EMPLOYEES PAC (SUPERIOR AMBULANCE EMPLOYEES P,C,Ambulance provider,Health Care,,,
C00549865,CHENEGA CORPORATION PAC (CHENEGA PAC),C,Corporate solutions,Regional Land of Alaska,,,
C00550392,ARDENT LEGACY HOLDINGS LLC FEDERAL PAC,C,Hospitals ,Health Care,,,
C00550988,THE ADT SECURITY CORPORATION POLITICAL ACTION COMMITTEE (ADT PAC),C,Security ,Goods and Services ,,,
C00551846,"CONTINENTAL AUTOMOTIVE, INC PAC",C,auto parts,Manufacturing,,,
C00552083,HALL RENDER KILLIAN HEATH & LYMAN PC EMPLOYEE PAC  AKA HALLWAY PAC FEDERAL,C,,Law Firms,,,
C00554097,STUPP BROS INC POLITICAL ACTION COMMITTEE (STUPP PAC),C,,Construction,,,
C00555532,CENTURY ALUMINUM COMPANY PAC,C,Aluminium ,Manufacturing,,,
C00558411,US VENTURE INC US PAC,C,Renewable,Energy,,,
C00558452,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA POLITICAL ACTION COMMITTEE,C,Pharamceutical,Health Care,,,
C00558809,O. C. TANNER COMPANY POLITICAL ACTION COMMITTEE,C,Software,Big Tech,,,
C00564377,CHUGACH ALASKA CORPORATION PAC (CAC PAC),C,,Construction,,,
C00566760,RAYONIER ADVANCED MATERIALS INC GOOD GOVERNMENT COMMITTEE,C,,Chemicals,,,
C00567263,GERDAU AMERISTEEL US INC. (GERDAU PAC),C,Steel,Manufacturing,,,
C00568410,ERICSSON INC. U.S. EMPLOYEES POLITICAL ACTION COMMITTEE ('ERICSSON PAC'),C,Telecommuncations ,Big Tech,,,
C00571042,MOTORSPORTS ACCEPTANCE CORPORATION POLITICAL ACTION COMMITTEE (SPEED PAC),C,,Auto,,,
C00578096,"THE PRIVATE INVESTOR COALITION, INC. POLITICAL ACTION COMMITTEE",C,Securities & Investments ,Banking,,,
C00580589,SCOT FORGE COMPANY POLITICAL ACTION COMMITTEE,C,,Manufacturing,,,
C00581728,FC COMPASSUS LLC PAC,C,Hospice Car ,Health Care ,,,
C00585885,COVESTROPAC A POLITICAL ACTION COMMITTEE OF COVESTRO LLC,C,,Manufacturing ,,,
C00587543,ITG HOLDINGS U.S.A. INC. POLITICAL ACTION COMMITTEE (AKA ITG PAC),C,Information Technology,Big Tech,,,
C00621912,"1-800 CONTACTS, INC. PAC",C,Contact Lens,Goods and Services,,,
C00624965,"BETTER GOVERNMENT COMMITTEE OF UNITED COMMUNITY BANKS, INC.",C,,Banking,,,
C00629410,CYPRESS CREEK HOLDINGS LLC SOLAR PAC,C,Solar ,Energy ,,,
C00639138,"SAZERAC COMPANY, INC. PAC (SAZERACPAC)",C,Alcohol,Food & Beverage,,,
C00650986,VALENT U.S.A. LLC POLITICAL ACTION COMMITTEE,C,Crop Protection,Big Ag,,,
C00652529,LOCKTON INC POLITICAL ACTION COMMITTEE,C,Insurance ,Wall Street,,,
C00652701,VNA HOLDING INC. POLITICAL ACTION COMMITTEE (VG PAC),C,Financing and Leasing,Banking,,,
C00652826,APTIM CORP. POLITICAL ACTION COMMITTEE (AKA APTIM PAC),C,,Infrastructure ,,,
C00652883,"ALTERMAN MANAGEMENT GROUP, INC. PAC",C,Electrical,Contracting,,,
C00657593,VGM GROUP INC PAC (VGM PAC),C,Pharamceutical,Health Care,,,
C00659060,PCG (PERFORMANCE CONTACTING GROUP) EMPLOYEE OWNERS PAC,C,Contracting ,Construction,,,
C00683334,"DOCUMENT STORAGE SYSTEMS, INC. (DSS PAC)",C,Information storage,Health Care,,,
C00690099,BRADFORD WHITE CORPORATION POLITICAL ACTION COMMITTEE ('BWC PAC'),C,,Manufacturing,,,
C00695239,"MESSER NORTH AMERICA, INC. ALLIANCE FOR GOOD GOVERNMENT",C,Gas,Fossil Fuels,,,
C00697375,MILLIKEN & COMPANY PAC,C,,Manufacturing,,,
C00709816,BOOZ ALLEN HAMILTON INC. PAC (BOOZ ALLEN PAC),C,Contracting ,Defense ,,,
C00736124,METROPOLITAN ANESTHESIA CONSULTANTS POLITICAL ACTION COMMITTEE,C,Anesthesialogists,Health Care,,,
C00740605,THE GUIDEHOUSE INC. POLITICAL ACTION COMMITTEE (GUIDEHOUSE PAC),C,,Consulting ,,,
C00757823,MARINER FINANCE LLC POLITICAL ACTION COMMITTEE,C,Loans ,Wall Street ,,,
C00777706,"MEDICAL DEVICE INNOVATION PAC, A POLITICAL ACTION COMMITTEE OF SMITHS GROUP SERVICES CORP",C,Pharmaceutical,Health Care,,,
C00780171,ORGANON & CO. EMPLOYEE POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,,,
C00107235,PRICEWATERHOUSECOOPERS POLITICAL ACTION COMMITTEE I,C,Accounting,Consulting,,,
C00811687,"SAAB, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (SAAB PAC)",C,Aerospace,Defense,,,
C00807057,"WARRIOR MET COAL, INC. FEDERAL POLITICAL ACTION COMMITTEE (WARRIOR MET COAL FEDERAL PAC)",C,,Steel,,,
C00807230,CONRAD SHIPYARD LLC PAC,C,Maritime,Transportation,,,
C00808683,"PROG HOLDINGS, INC., POLITICAL ACTION COMMITTEE (PRG PAC)",C,,Tech,,,
C00810911,BLACK RIFLE COFFEE PAC (BLACK RIFLE COFFEE CO.),C,,Food & Beverage,,,
C00868620,HOWARD ENERGY PARTNERS USA PAC,C,,Energy,,,
C00788455,"VIRGIN GALACTIC HOLDINGS, INC. PAC (VIRGIN GALACTIC PAC)",C,Aerospace,Travel,,,
C00792549,"HOUCHENS INDUSTRIES, INC. POLITICAL ACTION COMMITTEE - HOUCHENS PAC",C,Grocery store,Retail,,,
C00828509,"INTERSECT POWER, LLC PAC",C,Clean energy,Energy,,,
C00840405,KNIFE RIVER CORPORATION PAC,C,Contracting,Construction,,,
C00813832,DLZ CORP INFRASTRUCTURE ADVOCACY FEDERAL PAC,C,"Architecture, Engineering and Consulting",Consulting,,,
C00816728,"MARQUIS MASTER SC, INC. PAC (MARQUIS PAC)",C,Ethanol,Energy,,,
C00810135,"NOMI HEALTH, INC. PAC",C,Health care providers,Health Care,,,
C00845404,WK KELLOGG CO PAC,C,,Food & Beverage,,,
C00847764,CLEARWAY ENERGY INC PAC,C,Renewable,Energy,,,
C00824425,TAFT STETTINIUS & HOLLISTER LLP POLITICAL ACTION COMMITTEE,C,,Law Firm,,,
C00848697,LANTHEUS HOLDINGS INC POLITICAL ACTION COMMITTEE (LANTHEUS PAC),C,Pharmaceutical,Health Care,,,
C00833707,OLSSON INC PAC,C,,Engineering,,,
C00820266,"EPIRUS, INC. POLITICAL ACTION COMMITTEE (EPIRUS PAC)",C,,Defense,,,
C00832741,SCIPHER MEDICINE CORPORATION PAC (SCIPHER PAC),C,BioTech,Health Care,,,
C00805572,WORKIVA INC. DATA FUND,C,,Data,,,
C00812701,"KNIGHT HEALTH HOLDINGS, LLC D/B/A SCIONHEALTH PAC",C,,Health Care,,,
C00814145,"WORLD WIDE TECHNOLOGY HOLDING CO., LLC POLITICAL ACTION COMMITTEE (WWT PAC)",C,Cybersecurity,Big Tech,,,
C00822353,"ELECTROLUX HOME PRODUCTS, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",C,Household items,Goods & Services,,,
C00847848,BRIGHTSPEED PAC OF CONNECT HOLDING II LLC (BRIGHTSPEED PAC),C,Internet,Big Tech,,,
C00841858,RELIABLE ROBOTICS CORPORATION POLITICAL ACTION COMMITTEE,C,AI Aerospace,Transportation,,,
C00828012,RHEEM MANUFACTURING COMPANY POLITICAL ACTION COMMITTEE (RHEEM PAC),C,Water,Manufacturing,,,
C00838193,FORGE GLOBAL HOLDINGS POLITICAL ACTION COMMITTEE,C,Financial Services,Wall Street,,,
C00799494,"RADIOLOGY PARTNERS, INC. PAC",C,,Health Care,,,
C00793711,CONSTELLATION ENERGY CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (CEPAC),C,Nuclear,Energy,,,
C00797787,"INOVIO PHARMACEUTICALS, INC. DNA MEDICINES POLITICAL ACTION COMMITTEE",C,Pharmaceutical,Health Care,,,
C00806984,AXXESS CONSULT INC POLITICAL ACTION COMMITTEE (AXXESS PAC),C,Home health care services,Health Care,,,
C00831180,TEXAS REGIONAL BANK FEDERAL PAC,C,,Banking,,,
C00857748,MICHIGAN RESTAURANT AND LODGING ASSOC PAC,C,,Travel & Leisure,,,
C00864264,THAYERMAHAN INC. INTELLIGENT OCEANS PAC,C,Maritime,Transportation,,,
C00827170,AVION SOLUTIONS INC POLITICAL ACTION COMMITTEE,C,,Defense,,,
C00827808,MOORE HOLDING CO. PAC (DBA MOORE PAC),C,Private Equity,Wall Street,,,
C00804096,AMHP HOLDINGS CORP. POLITICAL ACTION COMMITTEE (AMERIHEALTH CARITAS PAC),C,Health Insurance,Health Care,,,
C00865378,MN8 ENERGY LLC POLITICAL ACTION COMMITTEE (MN8 PAC),C,Renewable,Energy,,,
C00789602,SYLVAMO CORPORATION PAC,C,,Goods & Services,,,
C00789370,COHERUS BIOSCIENCES POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,,,
C00839993,AXIOM SPACE POLITICAL ACTION COMMITTEE,C,Aerospace,Manufacturing,,,
C00791152,"NAPHCARE, INC. POLITICAL ACTION COMMITTEE (NAPHCARE PAC)",C,,Health Care,,,
C00878694,NIRON MAGNETICS PAC,C,,Tech,,,
C00796367,LIBERTY UTILITIES COASTAL PAC,C,Water,Energy,,,
C00878462,TELNYX LLC VOICE OF INNOVATION PAC,C,Software Development,Big Tech,,,
C00825653,"TOTAL HEALTH AND WELLNESS PAC BY NEUROFLOW, INC.",C,,Health Care,,,
C00842906,PYRAMID HEALTHCARE INC. POLITICAL ACTION COMMITTEE,C,,Health Care,,,
C00820167,"DOORDASH, INC. POLITICAL ACTION COMMITTEE (DASHPAC)",C,,Goods & Services,,,
C00852913,VARDA SPACE INDUSTRIES INC. POLITICAL ACTION COMMITTEE (VARDA PAC),C,Aerospace technology,Manufacturing,,,
C00839340,HUMANETICS CORPORATION PAC,C,,Auto,,,
C00828277,NEOLOGY INC EMPLOYEE POLITICAL ACTION COMMITTEE (NEOPAC),C,IT Services and Solutions,Big Tech,,,
C00849943,ASHFORD INC. POLITICAL ACTION COMMITTEE (ASHFORD FED PAC),C,,Real Estate,,,
C00861161,GE VERNOVA LLC POLITICAL ACTION COMMITTEE,C,Energy and manufacturing construction,Energy,,,
C00848820,"SIEMENS ENERGY, INC. PAC",C,Gas,Energy,,,
C00796821,"CIVIL & ENVIRONMENTAL CONSULTANTS, INC. - PAC",C,,Engineering,,,
C00828905,"THALES USA, INC. POLITICAL ACTION COMMITTEE (THALES USA PAC)",C,IT Services and Solutions,Big Tech,,,
C00830208,GE HEALTHCARE TECHNOLOGIES INC. PAC,C,Pharmaceutical,Health Care,,,
C00869297,"EMPLOYEES OF ONEBRIEF, INC. ACTION COMMITTEE",C,Software Development,Big Tech,,,
C00830570,SHIFT5 POLITICAL ACTION COMMITTEE,C,Software Development,Big Tech,,,
C00825364,GLAUKOS IPAC,C,Pharmaceutical,Health Care,,,
C00813949,PHARMACANN INC. PAC,C,,Cannabis,,,
C00874297,CLEANCAPITAL HOLDINGS LLC PAC,C,Renewable,Energy,,,
C00822569,MERCURY SYSTEMS INC. EMPLOYEES' POLITICAL ACTION COMMITTEE (MRCYPAC),C,Aerospace technology,Manufacturing,,,
C00791103,"LIVE NATION ENTERTAINMENT, INC., POLITICAL ACTION COMMITTEE (LIVE NATION PAC)",C,,Recreation/Entertainment,,,
C00796813,"CATALENT, INC. PAC",C,BioTech,Health Care,,,
C00833962,LEADING AMERICAN MICROELECTRONICS PAC (LAM RESEARCH CORPORATION PAC),C,,Manufacturing,,,
C00804179,"COINBASE, INC. INNOVATION PAC (COINBASE INNOVATION PAC)",C,Financial Services,Big Tech,,,
C00814681,"PETLAND, INC. PAC (PET PAC)",C,,Retail,,,
C00835785,"INTEGRATION INNOVATION, INC. PAC",C,,Defense,,,
C00836692,IHG SIX CONTINENTS HOTELS INC. POLITICAL ACTION COMMITTEE (IHG PAC),C,Hotels,Travel & Leisure,,,
C00880351,NORWEGIAN CRUISE CO. INC. POLITICAL ACTION COMMITTEE (NCLH CRUISE FORWARD PAC),C,Cruise,Travel & Leisure,,,
C00866483,CINCINNATI BELL INC. (DBA ALTAFIBER) FEDERAL POLITICAL ACTION COMMITTEE,C,Telecommunications,Big Tech,,,
C00832295,KHAIROCK DIGITAL AI INC SOCIAL COMMITTEE,C,Artificial intelligence,Big Tech,,,
C00879452,GALAXY DIGITAL SERVICES II LLC POLITICAL ACTION COMMITTEE (GALAXY DIGITAL PAC),C,Crypto,Big Tech,,,
C00879890,TOWER LOAN PAC,C,Loans,Wall Street,,,
C00874057,BEIGENE USA INC. POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,,,
C00874982,FRANKLIN RESOURCES INC POLITICAL ACTION COMMITTEE (FRANKLIN TEMPLETON PAC),C,Investment,Wall Street,,,
C00881813,CELESTIAL AI GOOD GOVERNMENT FUND,C,Artificial Intelligence,Big Tech,,,
C00878231,EXIGER LLC POLITICAL ACTION COMMITTEE (EXIGER PAC OR E-PAC),C,Supply Chain,Big Tech,,,
C00882068,"HIMS & HERS HEALTH, INC. PAC",C,Pharmaceutical,Health Care,,,
C00828954,"BAM TRADING SERVICES, INC. POLITICAL ACTION COMMITTEE (BINANCE.US INNOVATION PAC)",C,Crypto,Big Tech,,,
C00875682,LINCOLN NATIONAL CORPORATION STATE AND FEDERAL POLITICAL ACTION COMMITTEE (AKA LINCOLN FINANCIAL STATE AND FEDERAL POLITICAL ACTION COMMITTEE),C,Insurance,Wall Street,,,
C00814541,"SUMMIT UTILITIES, INC. POLITICAL ACTION COMMITTEE (SUMMIT PAC)",C,Natural Gas,Fossil Fuels,,,
C00803676,PIM BRANDS INC. EMPLOYEE PAC,C,,Food & Beverage,,,
C00824524,SOLV ENERGY LLC PAC,C,Renewable,Energy,,,
C00842021,"VANNEVAR LABS, INC. PAC",C,Aerospace,Defense,,,
C00821744,"ENACT HOLDINGS, INC. POLITICAL ACTION COMMITTEE (ENACT PAC)",C,Insurance,Wall Street,,,
C00848093,NEW YORK LIFE INSURANCE COMPANY STATE & FEDERAL PAC,C,Insurance,Wall Street,,,
C00876979,REVVITY INC. PAC (REVVITY PAC),C,BioTech,Health Care,,,
C00824631,HALEON US HOLDINGS LLC PAC,C,Pharmaceutical,Health Care,,,
C00829564,SAILDRONE INC. POLITICAL ACTION COMMITTEE (SAILPAC),C,Vehicles,Defense,,,
C00845768,AEVEX HOLDING LLC PAC (AEVEX PAC),C,Aerospace,Defense,,,
C00830398,JOBY AERO PAC,C,Airline,Travel & Leisure,,,
C00823575,HERMEUS CORPORATION PAC,C,Aerospace,Defense,,,
C00829317,SIERRA SPACE CORPORATION PAC,C,Aerospace,Manufacturing,,,
C00853606,PARRY PAC,C,Aerospace,Defense,,,
C00856013,RELATIVITY SPACE POLITICAL ACTION COMMITTEE (RELATIVITY PAC),C,Aerospace,Manufacturing,,,
C00878199,MIZUHO AMERICAS GOOD GOVERNMENT FUND (MIZUHO AMERICAS PAC),C,Investments,Wall Street,,,
C00868885,"ARDELYX, INC. POLITICAL ACTION COMMITTEE (ARDX PAC)",C,BioTech,Health Care,,,
C00804724,RED SIX AEROSPACE INC. PAC,C,Aerospace,Defense,,,
C00441089,GLANBIA FOODS INC PAC,C,,Food & Beverage,,,
C00810614,OLIVE AI INC. CIVIC ACTION FUND,C,Artificial intelligence,Health Care,,,
C00817585,WESTERN ALLIANCE BANCORPORATION POLITICAL ACTION COMMITTEE (WABPAC),C,,Banking,,,
C00801597,ACREAGE HOLDINGS PAC,C,,Cannabis,,,
C00835637,AREVON ENERGY INC. POLITICAL ACTION COMMITTEE,C,Renewable,Energy,,,
C00794750,SUNNOVA ENERGY CORPORATION PAC,C,Renewable,Energy,,,
C00817395,FIFTH THIRD BANCORP FEDERAL POLITICAL ACTION COMMITTEE,C,,Banking,,,
C00822544,ASTRANIS SPACE TECHNOLOGIES CORP. POLITICAL ACTION COMMITTEE,C,Internet,Big Tech,,,
C00868752,"AMERICAN COLLEGE OF EDUCATION, INC. POLITICAL ACTION COMMITTEE",C,,For-Profit Education,,,
C00878876,RAMACO RESOURCES INC POLITICAL ACTION COMMITTEE,C,Coal,Fossil Fuels,,,
C00871632,"HIGHLANDER DEFENSE LOGISTICS, LLC POLITICAL ACTION COMMITTEE (HDL PAC)",C,Investments,Firm,,,
C00788976,"VIRGIN ORBIT, LLC POLITICAL ACTION COMMITTEE",C,Aerospace,Manufacturing,,,
C00796623,"SUFFOLK CONSTRUCTION COMPANY, INC. PAC",C,,Construction,,,
C00797530,"AEROVIRONMENT, INC PAC",C,Vehicles,Defense,,,
C00811034,"ROCKET LAB USA, INC. POLITICAL ACTION COMMITTEE (ROCKET LAB PAC)",C,Aerospace,Manufacturing,,,
C00847913,"IONQ, INC. PAC",C,Software,Big Tech,,,
C00828830,"APPLIED INTUITION, INC. POLITICAL ACTION COMMITTEE (APPLIED PAC)",C,Vehicles,Manufacturing,,,
C00868505,MADISON SQUARE GARDEN ENTERTAINMENT CORP. PAC (MSG-FEDPAC),C,,Recreation/entertainment,,,
C00792127,FAIR ISAAC CORPORATION POLITICAL ACTION COMMITTEE (FICO PAC),C,Credit,Wall Street,,,
C00799296,IEC CORPORATION PAC,C,Electricity,Utilities,,,
C00858431,OUTOKUMPU STAINLESS USA PAC (OTK STAINLESS USA PAC),C,Steel,Manufacturing,,,
C00859637,OPTIVER AMERICAS LLC PAC (OPTIVER PAC),C,,Wall Street,,,
C00863670,"WORLDPAY, LLC GOOD GOVERNMENT FUND (WORLDPAY GOOD GOVERNMENT FUND)",C,Financial Services,Wall Street,,,
C00805358,TOTAL COMMUNITY OPTIONS INC. DBA INNOVAGE PAC,C,Home health care services,Health Care,,,
C00834002,"CLECO FEDERAL PAC, CLECO CORPORATION",C,Electricity,Utilities,,,
C00838961,"OVERAIR, INC. POLITICAL ACTION COMMITTEE (OVERAIR PAC)",C,Aerospace,Manufacturing,,,
C00863027,BABST CALLAND CLEMENTS & ZOMNIR PC POLITICAL ACTION COMMITTEE FEDERAL,C,,Law Firm,,,
C00865865,DATAVANT PAC,C,,Health Care,,,
C00849307,"GEVO, INC. POLITICAL ACTION COMMITTEE (GEVO PAC)",C,,Chemicals,,,
C00875765,OBSERVATORY GROUP PAC,C,Financial Services,Wall Street,,,
C00828053,"SES SPACE AND DEFENSE, INC. PAC",C,Aerospace,Defense,,,
C00849067,CHESAPEAKE UTILITIES CORPORATION POLITICAL ACTION COMMITTEE (CUC PAC),C,Electric Utility,Fossil Fuels,,,
C00828996,"HEALTHEQUITY, INC PURPLE POLITICAL ACTION COMMITTEE (HEALTHEQUITY PURPLE POLITICAL ACTION COMMITTEE)",C,FinTech,Wall Street,,,
